Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
6794	0618127038	Village Centenary (Chronicles of Fairacre)	Miss Read	2001	Mariner Books
6795	0345356365	The Wishsong of Shannara	Terry Brooks	1992	Del Rey Books
6796	0345336429	Family Linen	Lee Smith	1986	Ballantine Books
6797	014017821X	The Bloody Chamber and Other Stories	Angela Carter	1987	Penguin Books
6798	0312146957	The Old Forest and Other Stories	Peter Taylor	1996	Picador USA
6799	1558746463	Chicken Soup for the Couple's Soul (Chicken Soup for the Soul)	Jack Canfield	1999	HCI
6800	1558746099	Chicken Soup for the Kid's Soul : 101 Stories of Courage, Hope and Laughter (Chicken Soup for the Soul (Paperback Health Communications))	Jack Canfield	1998	HCI
6801	1558747141	Chicken Soup for the Christian Family Soul : Stories to Open the Heart and Rekindle the Spirit (Chicken Soup for the Soul Series)	Jack Canfield	2000	Health Communications
6802	0316120863	All the Finest Girls: A Novel	Alexandra Styron	2002	Back Bay Books
6803	155972126X	Father's Day: A Novel	Alan Trustman	1992	Carol Publishing Corporation
6804	0757300243	Chicken Soup for the Sister's Soul : 101 Inspirational Stories About Sisters and Their Changing Relationships (Chicken Soup for the Soul)	Jack Canfield	2002	Health Communications
6805	1558743790	A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper))	Jack Canfield	1996	Health Communications
6806	084991437X	Jesus Among Other Gods The Absolute Claims Of The Christian Message	Ravi Zacharias	2000	W Publishing Group
6807	1558745629	Chicken Soup for the Country Soul (Chicken Soup for the Soul)	Jack Canfield	1998	HCI
6808	1558747966	Chicken Soup for the Expectant Mother's Soul	Jack Canfield	2000	Health Communications
6809	006447187X	Girl Goddess #9 : Nine Stories	Francesca Lia Block	1998	HarperTrophy
6810	0375760628	Slave to Fashion : A Novel	REBECCA CAMPBELL	2002	Villard
6811	0060287365	Hippolyta and the Curse of the Amazons	Jane Yolen	2002	HarperCollins Publishers
6812	0849952476	Life Lessons: Book Of John	Max Lucado	1996	W Publishing Group
6813	0440413869	A Traitor Among the Boys	Phyllis Reynolds Naylor	2001	Yearling Books
6814	1563051818	Meditations for New Mothers	Beth Wilson	1992	Workman Publishing
6815	0671743686	For Love Alone	Ivana Trump	1992	Pocket Books
6816	0679456937	The Inn at Lake Devine: A Novel	Elinor Lipman	1998	Random House
6817	1551668157	About That Man	Sherryl Woods	2001	Mira
6818	0553213156	Anne of Ingleside (Anne of Green Gables Novels (Paperback))	L.M. MONTGOMERY	1984	Bantam Classics
6819	0613225937	Welcome to the World, Baby Girl	Fannie Flagg	1999	Sagebrush Bound
6820	0440124344	Family Album	Danielle Steel	1989	Dell
6821	014027927X	Ralph's Party	Lisa Jewell	1999	Penguin Books Ltd
6822	078688360X	Don't Worry, Make Money: Spiritual and Practical Ways to Create Abundance and More Fun in Your Life	Richard Carlson	1998	Hyperion Books
6823	0152001018	A Break with Charity: A Story about the Salem Witch Trials	Ann Rinaldi	1994	Gulliver Books Paperbacks
6824	0761316426	Cannibals, The:Starring Tiffan (Single Titles)	Cynthia Grant	2002	Roaring Brook
6825	0312147015	The Persian Pickle Club	Sandra Dallas	1996	St. Martin's Griffin
6826	1558743545	Chicken Soup for the Soul Cookbook (Chicken Soup for the Soul Series (Paper))	Jack Canfield	1995	Health Communications
6827	0767906543	Mr. Commitment	MIKE GAYLE	2002	Broadway
6828	0374399891	Joey Pigza Loses Control (Newbery Honor Book)	Jack Gantos	2000	Farrar Straus Giroux
6829	0375506187	Milk Glass Moon : A Big Stone Gap Novel (Big Stone Gap Novels (Hardcover))	ADRIANA TRIGIANI	2002	Random House
6830	0812524160	Nine Levels Down	William R. Dantz	1999	Tor Books (Mm)
6831	0399135278	Night Secrets	Thomas H. Cook	1990	Putnam Pub Group
6832	1577488288	Colorado Wings: Four Inspirational Love Stories With a Dash of Intrigue (Inspirational Romance Collections)	Tracie Peterson	2000	Barbour Bargain Books
6833	1565120167	Music of the Swamp (Front Porch Paperbacks)	Lewis Nordan	1992	Algonquin Books of Chapel Hill
6834	0140340831	Aldo Applesauce	Johanna Hurwitz	1989	Puffin Books
6835	0440415829	Piping Down the Valleys Wild: Poetry for the Young of All Ages	Nancy Larrick	1999	Yearling Books
6836	0446530115	The Shadow Women	Angela Elwell Hunt	2002	Warner Books
6837	0671794493	Flavor of the Month	Olivia Goldsmith	1993	Simon &amp
6838	0312105231	Peckover Joins the Choir	Michael Kenyon	1994	St Martins Pr
6839	0849939585	Christy Series #7: The Princess Club	Catherine Marshall	1996	Thomas Nelson
6840	0590460528	Blue Door: Quilt Trilogy (Quilt Trilogy)	Ann Rinaldi	1999	Scholastic
6841	0915684012	Twelve baskets of crumbs	Elisabeth Elliot	1976	Christian Herald House
6842	0060926201	She Flew the Coop : A Novel Concerning Life, Death, Sex and Recipes in Limoges, Louisiana	Michael Lee West	1995	Perennial
6843	0804108293	Crazy Ladies	Michael Lee West	1993	Ivy Books
6844	0849953421	Let The Journey Begin God's Roadmap For New Beginnings	Max Lucado	1998	J Countryman Books
6845	0152006737	A Ride into Morning: The Story of Tempe Wick	Ann Rinaldi	1995	Gulliver Books Paperbacks
6846	0345427297	The Milk Mustache Book: A Behind-The-Scenes Look at America's Favorite Advertising Campaign	Jay Schulberg	1998	Ballantine Books
6847	0786862262	Jesus in Blue Jeans : A Practical Guide to Everyday Spirituality	Laurie Beth Jones	1997	Hyperion
6848	0517118971	Earth, Water &amp	 Air (Snoopy's World)	Charles M. Schulz	1994
6849	059040024X	The Magic School Bus Gets Ants in Its Pants: A Book About Ants (Magic School Bus (Paperback))	Joanna Cole	1996	Scholastic
6850	1580626599	Laura: America's First Lady, First Mother	Antonia Felix	2002	Adams Media Corporation
6851	0152164502	The Coffin Quilt: The Feud between the Hatfields and the McCoys	Ann Rinaldi	2001	Gulliver Books Paperbacks
6852	0312959176	Beauty from Ashes (Georgia Trilogy)	Eugenia Price	1996	St. Martin's Paperbacks
6853	0849942829	A Time To Dance	Karen Kingsbury	2001	WestBow Press
6854	0764222120	The Crossroad	Beverly Lewis	1999	Bethany House Publishers
6855	0764222112	The Postcard	Beverly Lewis	1999	Bethany House Publishers
6856	0310201683	Promise, The	Jane Peart	1996	Zondervan Publishing Company
6857	0590426230	Big Sarah's Little Boots (A Blue Ribbon Book)	Paulette Bourgeois	1992	Scholastic Paperbacks (T)
6858	067988341X	Polar Bears Past Bedtime (Magic Tree House 12, paper)	Mary Pope Osborne	1998	Random House Children's Books
6859	0679824111	Dinosaurs Before Dark  (Magic Tree House #1)	Mary Pope Osborne	1992	Random House Children's Books
6860	0805002138	The Wind in the Willows	Kenneth Grahame	1980	Henry Holt &amp
6861	0590543385	Runaway Pony (Pony Pals (Paperback))	Jeanne Betancourt	1997	Scholastic
6862	0613177177	One Bird	Kyoko Mori	2001	Sagebrush Education Resources
6863	1558746587	Chicken Soup for the Golfer's So (Chicken Soup for the Soul)	Jack Canfield	1999	Health Communications
6864	0964095564	The Golfer's Book of Wisdom: Common Sense and Uncommon Genius from 101 Golfing Greats (Book of Wisdom)	Criswell Freeman	1996	Walnut Grove Press
6865	0394557212	I Touch the Future: The Story of Christa McAuliffe	Robert T. Hohler	1986	Random House
6866	0684823799	Miracles: A Preliminary Study (C.S. Lewis Classics)	C. S. Lewis	1996	Simon &amp
6867	0140344438	Nothing's Fair in Fifth Grade	Barthe Declements	1990	Puffin Books
6868	0451523954	The Signet Classic Book of Southern Short Stories	Dorothy Abbott	1991	Signet Classics
6869	0380785757	Lion Heart (Avon Romantic Treasures.)	Tanya A. Crosby	2000	Avon
6870	0590023888	Misty of Chincoteague	Marguerite Henry	0	Scholastic Inc
6871	0373290853	Cooper'S Wife (Harlequin Historicals, No. 485)	Jillian Hart	1999	Harlequin
6872	0812571762	The Senator's Daughter	Victoria Gotti	1998	Tor Books (Mm)
6873	0671025708	The Last Dance	Ed McBain	2000	Pocket
6874	0812514092	Aristoi	Walter Jon Williams	1993	Tor Books (Mm)
6875	0440224578	The Pride of Lions	Marsha Canham	1997	Dell
6876	0440217857	Across a Moonlit Sea	Marsha Canham	1996	Dell Publishing Company
6877	0061010995	Moment to Moment	Barbara Delinsky	1998	HarperTorch
6878	0373762690	Dr Mommy (From Here To Maternity) (Silhouette Desire, 1269)	Elizabeth Bevarly	2000	Silhouette
6879	0373484046	Soldiers Of Fortune	Diana Palmer	2000	Silhouette
6880	1854879820	That Cinderella Feeling (Scarlet)	Anne Styles	1998	Scarlet Books
6881	0743232933	Ruminations on College Life	Aaron Karo	2002	Fireside
6882	1551665077	Last Honest Woman	Nora Roberts	1998	Mira
6883	0373223587	Renegade (Avenging Angels) (Harlequin Intrigue, No 358)	Margaret St. George	1996	Harlequin
6884	0553579231	The Legend Mackinnon	DONNA KAUFFMAN	1999	Fanfare
6885	0440209412	Message from Nam	Danielle Steel	1991	Dell
6886	0553574310	Dream Stone	Glenna McReynolds	2000	Bantam Books
6887	0060631317	Words for Your Wedding : The Wedding Service Book	David Glusker	1986	HarperSanFrancisco
6888	0380700670	Amelia Bedelia Goes Camping	Peggy Parish	1989	Harpercollins Juvenile Books
6889	0380725622	The Barn (Avon Camelot Books (Paperback))	Avi	1996	HarperTrophy
6890	0440407125	Guts: The True Stories Behind Hatchet and the Brian Books	Gary Paulsen	2002	Laurel-Leaf Books
6891	0816704058	The Tree House Detective Club (Easy to Read Mysteries)	Elizabeth Bolton	1985	Troll Communications
6892	0590228773	Mary Anne and the Memory Garden (Baby-Sitters Club, 93)	Ann M. Martin	1995	Scholastic
6893	0671019376	The GREAT ESCAPE: UPCHUCK AND THE ROTTENWILLY (Upchuck and the Rotten Willy)	Bill Wallace	1999	Aladdin
6894	0553102354	In Pursuit of the Proper Sinner	Elizabeth George	1999	Bantam Dell Pub Group
6895	0912111631	A Brief History of Qi	Yu Huan Zhang	2001	Paradigm Publications (MA)
6896	0060591706	Reino del Dragon de Oro, El	Isabel Allende	2003	Rayo
6897	0679763384	La Sonrisa Etrusca	Jose Luis Sampedro	1985	Random House Inc
6898	9682321557	Patas Arriba. la Escuela Del Mundo Al Reves	Eduardo H. Galeano	1998	Siglo XXI Ediciones
6899	8467001615	De Todo Lo Visible Y Lo Invisible	Luca Extebarria	2003	Editorial Planeta
6900	8478082441	La abundancia a travÃ©s del reiki	Paula Horan	2001	Sirio
6901	8475090362	El arte de amar	Erich Fromm	1982	Lectorum Pubns (Adult)
6902	0747233667	A Bloody Field by Shrewsbury	Edith Pargeter	1991	Headline Book Publishing
6903	0671003534	The HOLLAND SUGGESTIONS : A Novel	John Dunning	1997	Pocket
6904	0688134017	The Spellcoats (Dalemark Quartet, Book 3)	Diana Wynne Jones	1995	HarperTrophy
6905	0449210529	More Tales of the Black Widowers	Isaac Asimov	1977	Fawcett Books
6906	015201800X	The Pearl of the Soul of the World: The Darkangel Trilogy, Volume III	Meredith Ann Pierce	1999	Magic Carpet Books
6907	0792276868	Living With Cannibals And Other Womens Adventures	Michele Slung	2000	National Geographic
6908	0451456599	Mother Grimm	Catherine Wells	1997	Roc
6909	0553573314	The Diamond Age	Neal Stephenson	1996	Bantam
6910	0553562614	Snow Crash	Neal Stephenson	1993	Bantam
6911	0553573861	Zodiac: The Eco-Thriller	Neal Stephenson	1995	Bantam
6912	0553095145	Shadow's End	Sheri S. Tepper	1994	Bantam Dell Pub Group
6913	1579546137	Pilates for Every Body : Strengthen, Lengthen, and Tone-- With This Complete 3-Week Body Makeover	Denise Austin	2002	Rodale Books
6914	0786860219	In Search of Stones: A Pilgrimage of Faith, Reason, and Discovery	M. Scott Peck	1995	Hyperion Books
6915	0520222571	Pearl's Secret: A Black Man's Search for His White Family	Neil Henry	2001	University of California Press
6916	0345410289	Oral History	Lee Smith	1996	Ballantine Books
6917	0060977191	White Rabbit	Kate Phillips	1997	Perennial
6918	0060956291	Clear Springs : A Family Story	Bobbie Ann Mason	2000	Perennial
6919	0609608738	Justice: Crimes, Trials, and Punishments	Dominick Dunne	2001	Crown Publishing Group (NY)
6920	0805031871	Cry Me a River	T. R. Pearson	1994	Henry Holt &amp
6921	0425184757	The Drowning Season	Alice Hoffman	2002	Berkley Publishing Group
6922	0385333293	A Bigamist's Daughter	ALICE MCDERMOTT	1999	Delta
6923	0312187343	The Lady Who Liked Clean Restrooms: The Chronicle of One of the Strangest Stories Ever to Be Rumored About Around New York	J. P. Donleavy	1998	St. Martin's Press
6924	0380729768	Sister (Mysteries &amp	 Horror)	A. Manette Ansay	1997
6925	0060926465	Guest of a Sinner	James Wilcox	1995	HarperCollins
6926	0156907399	To the Lighthouse	Virginia Woolf	1989	Harvest Books
6927	0395908728	Innocence	Penelope Fitzgerald	1998	Houghton Mifflin Co
6928	0679723056	What We Talk About When We Talk About Love: Stories (Vintage Contemporaries)	Raymond Carver	1989	Vintage Books USA
6929	0345389247	Crazy in Alabama	Mark Childress	1994	Ballantine Books
6930	0375503315	Brothel: Mustang Ranch and Its Women	Alexa Albert	2001	Random House
6931	0393956539	Scarlet Letter: An Authoritative Text Essays in Criticism and Scholarship (Norton Critical Editions)	Nathaniel Hawthorne	1988	W. W. Norton &amp
6932	0380728826	Recipes from the Dump	Abigail Stone	1996	Avon Books
6933	096521365X	Los Diary	Pia Pera	0	Foxrock Books
6934	0312283474	So Far Back : A Novel	Pam Durban	2001	Picador
6935	0394563158	The Pigeon	Patrick Suskind	1990	Smithmark Pub
6936	1573221511	Black Girl in Paris	Shay Youngblood	2000	Putnam Pub Group
6937	0812968131	Ordinary Life : Stories (Ballantine Reader's Circle)	ELIZABETH BERG	2003	Ballantine Books
6938	0743411358	True to Form : A Novel	Elizabeth Berg	2003	Washington Square Press
6939	0425176487	The Pull of the Moon	Elizabeth Berg	2000	Berkley Publishing Group
6940	0671441981	GHOST STY	Peter Straub	1981	Pocket
6941	0671673947	Seven Stairs : An Adventure of the Heart (Touchstone Book)	Stuart Brent	1989	Touchstone
6942	0822011298	Plato's the Republic Notes (Cliffs Notes)	Plato	1967	John Wiley &amp
6943	0449215261	Ugly American	Eugene Burdick	1985	Fawcett Books
6944	0553290983	Elven Star : The Death Gate Cycle, Volume 2 (Death Gate Cycle (Paperback))	MARGARET WEIS	1991	Bantam
6945	0553295411	Fire Sea : The Death Gate Cycle, Volume 3 (Death Gate Cycle (Paperback))	MARGARET WEIS	1992	Bantam
6946	0553561405	Serpent Mage	Margaret Weis	1993	Bantam
6947	0006548180	Cat among the pigeons: A Catholic miscellany	Alice Thomas Ellis	1994	Flamingo
6948	1857988027	The Hope (Gollancz SF S.)	James Lovegrove	0	Gollancz
6949	0394722191	AkÃ©: The years of childhood (Aventura : the Vintage library of contemporary world literature)	Wole Soyinka	1983	Vintage Books
6950	1551669196	Twice Burned (Mira Romantic Suspense)	Jan Coffey	2002	Mira
6951	0826404286	Winners and Losers: The 1988 Race for the Presidency-One Candidate's Perspective	Paul Simon	1989	Continuum Intl Pub Group
6952	014010304X	Bride of Dark and Stormy: Yet More of the Best (? from the Bulwer-Lytton Contest)	Scott Rice	1988	Penguin USA
6953	0553123432	Snow Leopard	Peter Matthiessen	0	Bantam Doubleday Dell
6954	0156970902	Wind, Sand, and Stars	Antoine de Saint-ExupÃ©ry	1967	Harvest Books
6955	0380003333	Clown	Heinrich Boll	1983	Harper Mass Market Paperbacks (Mm)
6956	0671250841	KARMA COLA       P (Touchstone Books (Paperback))	Gita Mehta	1981	Touchstone
6957	0373501757	Man With A Past (Montana Mavericks #11) (Montana Mavericks No 11)	Tisha Hamilton	1995	Silhouette
6958	0373885121	Someone Waiting (Western Lover) (Hitched in Haste)	Joan Hohl	1995	Harlequin
6959	0373240899	Wrong Man ... The Right Time (Silhouette Special Edition, No 1089)	Carole Halston	1997	Silhouette
6960	0373093829	In The Name Of Love (Silhouette Special Edition, No. 382)	Paula Hamilton	1987	Silhouette
6961	0446603090	Bittersweet Rain	Sandra Brown	2000	Warner Books
6962	0373099894	This Child Is Mine (Silhouette Special Edition, No 989)	Jim Alexander	1995	Silhouette
6963	0373169760	Inherited: One Baby! (Harlequin American Romance, No 976)	Laura Marie Altom	2003	Harlequin
6964	0451180143	A Regency Christmas: Five Stories (Regency Christmas)	Mary Balogh	1995	Signet Book
6965	0373706871	Cupid Chronicles (The Camerons Of Colorado) (Harlequin Superromance, No 687)	James Dale	1996	Harlequin
6966	037370643X	Every Move You Make (4 Strong Men) (Harlequin Superromance, No 643)	Bobby Hutchinson	1995	Harlequin
6967	0373241437	Cop And The Cradle  (Switched At Birth) (Harlequin Special Edition, No 1143)	Nancy Davis	1997	Silhouette
6968	0425105156	Accent on Desire (Second Chance at Love, No 420)	Christa Merlin	1987	Berkley Publishing Group
6969	055322039X	Gambling Lady	Gail Douglas	1989	Bantam
6970	082173427X	Wild Wyoming Love	Dana Ransom	1991	Kensington Pub Corp (Mm)
6971	0671460412	A Distant Castle (Silhouette Initmate Moments #7)	Sue Ellen Cole	1983	Silhouette Books
6972	0515058181	Intriguing Lady	Daphne Woodward	1982	Jove
6973	0373709560	Daughter'S Place (Harlequinn Superromance, No 956)	C. J. Carmichael	2000	Harlequin
6974	0451161122	War Birds	R.M. Meluch	1989	New Amer Library
6975	0553569651	On Wings Of Magic	Kay Hooper	1994	Bantam
6976	0373166877	Daddy Warlock (Harlequin American Romance , Vol 687)	Dan Diamond	1997	Harlequin
6977	037309437X	Candles In The Night	Kathleen Eagle	1988	Silhouette
6978	0553443763	Dancing in the Dark (Loveswept, No 609)	Linda Cajio	1993	Loveswept
6979	0679885501	Crash	Jerry Spinelli	1997	Yearling Books
6980	0671629980	HW MUCH JUST PLANET STAR TREK 36 (Star Trek (Numbered Paperback))	John M. Ford	1987	Star Trek
6981	0812534077	Memory and Dream	Charles De Lint	1995	Tor Books (Mm)
6982	0312964250	Overture to Death (Dead Letter Mysteries)	Ngaio Marsh	1998	St. Martin's Press
6983	034531784X	Adolf, Hitler	John Toland	1984	Ballantine Books
6984	0345311639	Lando Calrissian and the Flamewind of Oseon	L. Neil Smith	1983	Del Rey Books
6985	0935127291	The Only Way to Learn About Horary and Electional Astrology (Only Way to Learn	 Vol VI)	Marion D. March	1994
6986	0445204524	Cyteen: The Betrayal (Cyteen)	C.J. Cherryh	1989	Warner Books
6987	0312909233	Zombie!	Peter Tremayne	1987	St. Martin's Press
6988	0061057525	Dark Shadows #2: Dreams of the Dark (Dark Shadows)	Stephen M. Rainey	1999	HarperEntertainment
6989	0007155093	The Essential Spike Milligan	Eddie Izzard	2002	Fourth Estate
6990	0671037382	Animal Instincts	Alan Titchmarsh	2001	Simon &amp
6991	0413519503	Lear : Methuen Student Edtion	Edward Bond	2003	Methuen Drama
6992	3426195593	Rache kennt kein Gebot.	Julie Parsons	2001	Droemer Knaur
6993	3596224284	Dear Doosie.	Werner Lansburgh	1977	Fischer (Tb.), Frankfurt
6994	340413348X	Der mit dem Wolf tanzt. Der Roman zum Film.	Michael Blake	1991	LÃ?Â¼bbe
6995	0385503466	Shutterbug Follies (Doubleday Graphic Novels)	Jason Little	2002	Doubleday Books
6996	0767901843	Nuts! Southwest Airlines' Crazy Recipe for Business and Personal Success	Kevin Freiberg	1998	Broadway Books
6997	0671020110	COUNTERFEIT LADY	Jude Deveraux	1998	Pocket
6998	0671042920	Ride a Dark Horse	Laura Moore	2001	Pocket
6999	0767908260	The Island of Lost Maps : A True Story of Cartographic Crime	MILES HARVEY	2001	Broadway
7000	0140434682	The Power of Sympathy and the Coquette (Penguin Classics)	William Hill Brown	1996	Penguin Books
7001	0140445625	Short Account of the Destruction of the Indies	Bartolome De Las Casas	1999	Penguin USA (Paper)
7002	0140587489	Common Carnage (Penguin Poets)	Stephen Dobyns	1996	Penguin Books
7003	0679724516	The Second Sex	Simone De Beauvoir	1989	Vintage Books USA
7004	0679763309	An Unquiet Mind	Kay R. Jamison	1997	Vintage Books USA
7005	0393027414	Cutting: Understanding and Overcoming Self-Mutilation	Steven Levenkron	1998	W. W. Norton &amp
7006	0582292190	The Media and Mental Distress	Glasgow Media Group	1997	Longman Group United Kingdom
7007	0060174900	The Bell Jar (Perennial Classics)	Sylvia Plath	1996	HarperCollins
7008	093158079X	Do It! Let's Get Off Our But's (The Life 101 Series)	Peter McWilliams	1994	Prelude Press
7009	0449200248	Love	Leo Buscaglia	1978	Ballantine Books
7010	0937858668	Success Is the Quality of Your Journey	Jennifer James	1986	W. W. Norton &amp
7011	0020199856	LOVE OF THE LAST TYCOON	F. Scott Fitzgerald	1995	Scribner
7012	0804002800	Spy in the House of Love	Anais Nin	1984	Swallow Press
7013	0446609048	Run Jane Run	Maureen Tan	2000	Warner Books
7014	006093316X	The Great and Secret Show: The First Book of the Art	Clive Barker	1999	Perennial
7015	156333609X	White Stains	Anais Nin	1998	Masquerade Books Inc
7016	0811824225	Sleeping With Random Beasts	Karin Goodwin	1999	Chronicle Books Llc
7017	0385285019	Illusions: The Adventures of a Reluctant Messiah	Richard Bach	1977	Delacorte Press
7018	0821771418	You're the One	Judi McCoy	2001	Zebra Books
7019	0452281458	Beauty's Release: The Sequel to the Claiming of Sleeping Beauty and Beauty's Punishment (Sleeping Beauty)	A.N. Roquelaure	1985	Plume Books
7020	0452281431	Beauty's Punishment (Sleeping Beauty)	A.N. Roquelaure	1984	Plume Books
7021	0440210038	Hot Property	Sherryl Woods	1992	Dell Publishing Company
7022	0380795736	Talking Rain: A Professo (Professor Teodora Morelli Mystery)	Linda French	1998	Avon
7023	0061014788	Smart Vs. Pretty	Valerie Frankel	2001	Avon
7024	0345317211	The Cook	Harry Kressing	1984	Ballantine Books
7025	0449215024	Sacred and Profane (Peter Decker &amp	 Rina Lazarus Novels (Paperback))	Faye Kellerman	1997
7026	0552142506	Sickness of the Soul	Simon Maginn	0	Bantam Doubleday Dell
7027	0440216974	Mortal Grace	Edward Stewart	1995	Dell Publishing Company
7028	0451170113	Night Shift	Stephen King	1994	Signet Book
7029	0316153915	Chasing the Dime	Michael Connelly	2002	Little, Brown
7030	0425155722	The Fool's Run	John Sandford	2004	Berkley Publishing Group
7031	0425189031	Portrait in Death	Nora Roberts	2003	Berkley Publishing Group
7032	0671015443	Vulcan's Heart (Star Trek)	Josepha Sherman	1999	Star Trek
7033	0425049264	Chthon	Piers Anthony	1982	Penguin Putnam~mass
7034	081257639X	Faith of the Fallen (Sword of Truth, Book 6)	Terry Goodkind	2001	Tor Books
7035	0736618198	Devices And Desires	P.D. James	1990	Books on Tape, Inc.
7036	0380011220	Creatures of Light and Darkness	Roger Zelazny	1970	Harper Mass Market Paperbacks (Mm)
7037	034539092X	The Great Train Robbery	Michael Crichton	1995	Ballantine Books
7038	0345323173	The Case of the Velvet Claws	Erle Stanley Gardner	1985	Fawcett Books
7039	0002243776	Visible Worlds: A Novel	Marilyn Bowering	1997	Harpercollins Canada
7040	0786209542	Marrying Mom: A Novel (Thorndike Large Print Basic Series)	Olivia Goldsmith	1997	Thorndike Pr
7041	0751510610	Bizarre World	Bill, Jr Bryson	2001	Little Brown UK Ltd
7042	3596282756	Tristan und Isolde	GÃ¼nter De Bruyn	1988	Fischer Taschenbuch Verlag
7043	0451208846	The Puzzle Bark Tree	Stephanie Gertler	2003	Signet Book
7044	0684867427	Jukebox Queen Of Malta: A Novel	Nicholas Rinaldi	2000	Simon &amp
7045	0425184498	The Boy Next Door	Josie Lloyd	2002	Berkley Publishing Group
7046	0767915593	Straight Talking : A Novel	JANE GREEN	2003	Broadway
7047	0451196813	Breakfast at Madeline's : A Jacob Burns Mystery ((Jacob Burns Mystery Series)	Matthew Witten	1999	Signet Book
7048	1889853038	The Nurse's Story	Carol Gino	1997	Aah-Ha! Books Inc.
7049	0553212664	A Modern Mephistopheles	Louisa May Alcott	1987	Bantam Books
7050	0330482076	Third Time Lucky (The Princess Diaries)	Meg Cabot	2001	Pan Macmillan
7051	0060294655	Princess in the Spotlight (The Princess Diaries, Vol. 2)	Meg Cabot	2001	HarperCollins
7052	0316057401	Vegetarian Express : Easy, Tasty, and Healthy Menus in 28 Minutes(or Less!)Tag:w/ more than (Or Less)	Nava Atlas	1995	Little, Brown
7053	0340682272	Snap Happy	Fiona Walker	1999	Trafalgar Square
7054	0345376927	Horrors of the Dancing Gods	Jack L. Chalker	1995	Del Rey Books
7055	0679723161	Lolita (Vintage International)	VLADIMIR NABOKOV	1989	Vintage
7056	0618066136	Mr. Wroe's Virgins	Jane Rogers	2000	Mariner Books
7057	0099143712	Fried Green Tomatoes at the Whistle Stop Cafe	Fannie Flagg	1992	Vintage Books USA
7058	0721401023	Book of Trees (Nature, Series 536)	Not Applicable (Na )	1986	Ladybird Books Ltd
7059	0767903382	Tender at the Bone: Growing Up at the Table	Ruth Reichl	1999	Broadway Books
7060	156924703X	Amistad	David Pesci	1997	Marlowe &amp
7061	0312283377	The Northern Lights	Howard Norman	2001	Picador USA
7062	0340728256	Oxygen	Andrew Miller	2001	Sceptre
7063	0684853868	The LAST PICTURE SHOW : A Novel	Larry McMurtry	1999	Simon &amp
7064	0679455116	Chasing Cezanne	Peter Mayle	1997	Alfred A. Knopf
7065	1552782395	Last Summer at Barebones	Diane Baker Mason	2002	McArthur &amp
7066	0771095651	Sand Dance: By Camel Across Arabia's Great Southern Desert	Bruce Kirkby	2001	McClelland &amp
7067	0312135092	Herb 'N' Lorna : A Novel	Eric Kraft	1995	Picador
7068	0385720467	Disobedience: A Novel	Jane Hamilton	2001	Anchor Books/Doubleday
7069	0771041837	Broken Ground	Jack Hodgins	1999	Emblem Editions
7070	0684865726	True At First Light : A Fictional Memoir	Ernest Hemingway	2000	Scribner
7071	0006385370	Freedom's Just Another Word	Dakota Hamilton	2000	HarperCollins Publishers
7072	1552634523	Making a Stone of the Heart: A Novel	Cynthia Flood	2002	Key Porter Books
7073	0771014538	The Chrome Suite	Sandra Birdsell	1995	McClelland &amp
7074	1552633470	Critical Injuries	Joan Barfoot	2001	Key Porter Books
7075	0521662605	Negotiating with the Dead: A Writer on Writing	Margaret Atwood	2002	Cambridge University Press
7076	1573229717	Miracle at St. Anna	James McBride	2003	Riverhead Books
7077	1573227749	The Tesseract	Alex Garland	2000	Riverhead Books
7078	0440574862	Refiner's fire: The life and adventures of Marshall Pearl, a foundling	Mark Helprin	1977	Dell Pub
7079	0060275855	Red Scarf Girl : A Memoir of the Cultural Revolution	Ji-li Jiang	1997	HarperCollins
7080	0061099058	I Want to Grow Hair, I Want to Grow Up, I Want to Go to Boise (Children Surviving Cancer)	Erma Bombeck	1990	Harper Mass Market Paperbacks
7081	0486268756	The Gold-Bug and Other Tales (Dover Thrift Editions)	Edgar Allan Poe	1991	Dover Publications
7082	0486270645	The Necklace and Other Short Stories (Dover Thrift Editions)	Guy De Maupassant	1992	Dover Publications
7083	0380714752	The True Confessions of Charlotte Doyle (rack)	Avi	1992	HarperTrophy
7084	0805401539	Our Sacred Honor: Words of Advice from the Founders in Stories, Letters, Poems, and Speeches	William J. Bennett	1997	Broadman &amp
7085	0849937019	He's Gonna Toot And I'm Gonna Scoot	Barbara Johnson	1999	W Publishing Group
7086	0930117018	Wahiawa: From dream to community	Lani Nedbalek	1984	Wonder View Press
7087	0446608041	Into the Thinking Kingdoms (Journeys of the Catechist, Book 2)	Alan Dean Foster	2000	Aspect
7088	0380786761	Tex and Molly in the Afterlife	Richard Grant	1997	Avon
7089	0380778726	Ruby Slippers, Golden Tears	Ellen Datlow	1996	Eos
7090	0553580256	Pawing Through the Past (Mrs. Murphy Mysteries (Paperback))	RITA MAE BROWN	2001	Bantam
7091	0345362497	Magnificat (Galactic Milieu Trilogy, No 3)	Julian May	1997	Del Rey Books
7092	0452282276	Round Robin: An Elm Creek Quilts Novel (Elm Creek Quilters Novels)	Jennifer Chiaverini	2001	Plume Books
7093	006440031X	The First Four Years (Little House)	Laura Ingalls Wilder	1953	HarperTrophy
